word,machine,human,label
hothouse,hothouse,bawa yaro darasi,NEGATIVE
meritorious,abin yabo,abin yabo,POSITIVE
derogation,wulakanci,wulakanci,NEGATIVE
unspeakablely,ba za a iya magana ba,ba za a iya magana ba,NEGATIVE
winnable,syeda,iya samun nasararsa,POSITIVE
ware,ware,kayan sayarwa,NEGATIVE
bewilder,rudani,rudani,NEGATIVE
autopsy,gawa,gawa,NEGATIVE
deletion,shafewa,shafewa,NEGATIVE
damnable,tsinewa,La'ananne,NEGATIVE
die,mutu,mutu,NEGATIVE
indolent,indolent,makuiyaci,NEGATIVE
disillusioned,karaya,karaya,NEGATIVE
chuckle,dariya,dariya,POSITIVE
reviled,zagi,zagi,NEGATIVE
abhorred,ƙyama,ƙyama,NEGATIVE
determination,ƙuduri,ƙuduri,POSITIVE
unethical,rashin da'a,rashin da'a,NEGATIVE
ovation,tashin hankali,tashin hankali,NEGATIVE
mug,mug,baban kofi,NEGATIVE
cheering,murna,murna,POSITIVE
devotional,ibada,ibada,POSITIVE
disgustfully,abin ƙyama,abin ƙyama,NEGATIVE
homicidal,mai kisan kai,mai kisan kai,NEGATIVE
endanger,yin haɗari,fuskantar hadari,NEGATIVE
disagree,ban yarda ba,rashin yarda,NEGATIVE
dissident,mai rarrabuwa,mai rarrabuwa,NEGATIVE
resolving,warware,warware,POSITIVE
servant,bawa,bawa,NEGATIVE
influential,tasiri,tasiri,POSITIVE
bearer,mai ɗaukar kaya,mai ɗaukar kaya,NEGATIVE
carnage,kisan kai,kisan kai,NEGATIVE
god-awful,allah-kash,allah-wadai,NEGATIVE
gaby,gaby,mai  surutu,NEGATIVE
charisma,kwarjini,kwarjini,POSITIVE
violator,mai keta doka,mai keta doka,NEGATIVE
mangled,mangled,barnatarwa,NEGATIVE
unpublished,ba a buga ba,ba a buga ba,NEGATIVE
inexpertly,marainiya,a halin rashin wayewa,NEGATIVE
unconvinced,ba a yarda da shi ba,ba a yarda da shi ba,NEGATIVE
shack,shack,zama tare,NEGATIVE
gentleness,tawali'u,tawali'u,POSITIVE
seniority,babba,babba,POSITIVE
pamperedly,cikin nutsuwa,cikin shagwaba,POSITIVE
rectify,gyara,gyara,POSITIVE
sucks,tsotsa,yana tsotsa,NEGATIVE
immorality,lalata,rashin tarbiyya,NEGATIVE
tentative,mai yiwuwa,mai yiwuwa,NEGATIVE
self-coup,juyin mulkin kai,juyin mulkin kai,NEGATIVE
prick,abin wasa,abin wasa,NEGATIVE
rejected,ƙi,ƙi,NEGATIVE
batter,batter,Wahalarwa,NEGATIVE
justice,adalci,adalci,POSITIVE
tutelage,tarbiyya,tarbiyya,POSITIVE
flourish,yabanya,yabanya,POSITIVE
nobility,daraja,daraja,POSITIVE
hurting,ciwo,ciwo,NEGATIVE
worries,damuwa,ya damu,NEGATIVE
esteem,daraja,daraja,POSITIVE
love,soyayya,soyayya,POSITIVE
blamed,zargi,zargi,NEGATIVE
deference,girmamawa,girmamawa,POSITIVE
motivating,motsawa,motsawa,POSITIVE
heroes,jarumai,jarumai,POSITIVE
endeavor,ƙoƙari,ƙoƙari,POSITIVE
dreadfulness,fargaba,fargaba,NEGATIVE
jitters,jitters,ya na jin tsoro,NEGATIVE
coma,coma,dogon suma,NEGATIVE
hopeless,m,mara karfin guiwa,NEGATIVE
upliftingly,upliftingly,cikin daukaka,POSITIVE
discourteously,kwatsam,kwatsam,NEGATIVE
terror-genic,ta'addanci-jinsi,ta'addanci-jinsi,NEGATIVE
rainy,damina,damuna,NEGATIVE
brat,'yar iska,'yar iska,NEGATIVE
devilishly,shaidan,shaidan,NEGATIVE
pregnancy,ciki,ciki,NEGATIVE
overtakes,wucewa,ya wuce,POSITIVE
celebrates,murna,yana murna,POSITIVE
hindering,hanawa,hanawa,NEGATIVE
lag,raguwa,raguwa,NEGATIVE
needful,m,abin bukata,NEGATIVE
erase,goge,goge,NEGATIVE
mite,mite,kadan/karami,NEGATIVE
sulk,sulk,fushi mai hana magana,NEGATIVE
scrambling,scrambling,gaggautawa,NEGATIVE
slowly,ahankali,ahankali,NEGATIVE
battery,baturi,baturi,NEGATIVE
morality,halin kirki,halin kirki,POSITIVE
puzzled,dame,dame,NEGATIVE
numb,suma,suma,NEGATIVE
mutual,juna,juna,POSITIVE
dynamic,tsauri,tsauri,POSITIVE
authenticity,sahihanci,sahihanci,POSITIVE
faithful,aminci,aminci,POSITIVE
aver,aver,bayyanawa,POSITIVE
swear,rantsuwa,rantsuwa,POSITIVE
bored,gundura,gundura,NEGATIVE
heroine,jaruma,jaruma,POSITIVE
derision,derision,ban dariya,NEGATIVE
exaggerated,ƙari,kambama,NEGATIVE
scam,zamba,zambo,NEGATIVE
dissenting,sabanin ra'ayi,sabanin ra'ayi,NEGATIVE
greet,gaishe,gaishe,POSITIVE
poisonously,mai guba,mai guba,NEGATIVE
irony,irony,shagube,NEGATIVE
stressfully,damuwa,damuwa,NEGATIVE
bribe,cin hanci,cin hanci,NEGATIVE
accomplish,cika,cika,POSITIVE
punctual,a kan lokaci,a kan lokaci,POSITIVE
radical,m,dan akida,NEGATIVE
conceded,yarda,yarda,NEGATIVE
omission,tsallake,tsallake,NEGATIVE
languor,laushi,laushi,NEGATIVE
astounding,ban mamaki,ban mamaki,POSITIVE
inferior,na baya,na baya,NEGATIVE
presence,kasancewar,kasancewar,POSITIVE
influenza,mura,mura,NEGATIVE
infrequently,akai -akai,ba akai-akai ba,NEGATIVE
attracts,jan hankali,Jan hankali,POSITIVE
miserly,miserly,damuwa,NEGATIVE
aspiration,buri,buri,POSITIVE
entertainment,nishaɗi,nishaɗi,POSITIVE
extraordinarily,ƙari,na daban,POSITIVE
dumps,juji,yana zubarwa,NEGATIVE
unexpected,m,rashin tsammani,POSITIVE
downsides,faduwar gaba,faduwar gaba,NEGATIVE
profusion,yaduwa,yaduwa,NEGATIVE
sordid,m,kazanta,NEGATIVE
inextricably,mara iyaka,mara iyaka,NEGATIVE
instable,m,rashin nutsuwa,NEGATIVE
imposition,tilastawa,tilastawa,NEGATIVE
rigorously,da tsaurarawa,da tsaurarawa,POSITIVE
hoary,mahaukaci,mahaukaci,NEGATIVE
treat,bi da,bi da,POSITIVE
excite,ta da hankali,kidima,POSITIVE
spamming,spamming,yawan tura sakon imel,NEGATIVE
stalwart,tsayayye,tsayayye,POSITIVE
desperation,yanke kauna,yanke kauna,NEGATIVE
endemic,na kowa,na kowa,NEGATIVE
bumps,kumburi,kumburi,NEGATIVE
scandalize,abin kunya,abin kunya,NEGATIVE
dimmer,dimmer,makunnin rage haske,NEGATIVE
dazed,mamaki,mamaki,NEGATIVE
cackle,sassaka,sassaka,NEGATIVE
unquestioned,babu tambaya,babu tambaya,POSITIVE
defiant,mai taurin kai,mai taurin kai,NEGATIVE
forged,ƙirƙira,ƙirƙira,NEGATIVE
creative,m,mai kirkira,POSITIVE
damn,Tsine,Tsine,NEGATIVE
revival,Tarurrukan,sake tayarwa,POSITIVE
armed,dauke da makamai,dauke da makamai,POSITIVE
apostle,manzo,manzo,POSITIVE
purify,tsarkakewa,tsarkakewa,POSITIVE
hale,hale,kuzari,POSITIVE
flinch,karkace,karkace,NEGATIVE
engages,tsunduma,tsunduma,POSITIVE
squelch,kumbura,kumbura,NEGATIVE
oddities,oddities,abubuwa na daban,NEGATIVE
ilu,ilu,Ina son ka,POSITIVE
guru,guru,shugaban masu bauta,POSITIVE
bonne,bonne,yar aikatau,POSITIVE
dictator,mai mulkin kama-karya,mai mulkin kama-karya,NEGATIVE
pretentious,mai annamimanci,mai annamimanci,NEGATIVE
maneuverable,abin motsawa,mai jujjuyuwa,POSITIVE
disconcertingly,disconcertingly,a halin uzzurawa,NEGATIVE
radioactive,rediyoaktif,mai hadari,NEGATIVE
squirm,karasowa,karasowa,NEGATIVE
enrich,wadãtar,wadãtar,POSITIVE
unwitting,rashin sani,rashin sani,NEGATIVE
villify,villshash,azabtar,NEGATIVE
murders,kisan kai,ya kashe,NEGATIVE
detritus,detritus,shara,NEGATIVE
vague,m,mara kan gado,NEGATIVE
crummy,crummy,mai kazanta,NEGATIVE
inimical,mara kyau,mara kyau,NEGATIVE
disliked,ba a so,rashin so,NEGATIVE
messy,m,mai rikici,NEGATIVE
amazed,mamaki,mamaki,POSITIVE
halfheartedly,rabin zuciya,mai zuciyar kare,NEGATIVE
disruptive,mai hargitsi,mai hargitsi,NEGATIVE
violently,tashin hankali,tashin hankali,NEGATIVE
producer,furodusa,mai samarwa,POSITIVE
stuttering,muguwar magana,muguwar magana,NEGATIVE
gnawing,cizon ta,yawan damuwa,NEGATIVE
productively,mai amfani,mai amfani,POSITIVE
amnesia,amnesia,ciwon mantuwa,NEGATIVE
superstition,camfi,camfi,NEGATIVE
interrupt,katsewa,katsewa,NEGATIVE
mettle,mettle,juriya,POSITIVE
electrify,lantarki,lantarki,POSITIVE
demeaning,kaskantar da kai,kaskantar da kai,NEGATIVE
torrid,torrid,mai wahala,NEGATIVE
assail,kai hari,kai hari,NEGATIVE
perfect,cikakke,cikakke,POSITIVE
lint,lint,tsumma,NEGATIVE
biased,son zuciya,son zuciya,NEGATIVE
unexpected,m,wanda ba a zata ba,NEGATIVE
prejudicial,nuna bambanci,nuna bambanci,NEGATIVE
caries,caries,yana dauka,NEGATIVE
keenly,a hankali,a hankali,POSITIVE
smoldering,ƙonewa,karfin sha'awa,NEGATIVE
exuberantly,cike da murna,cike da murna,POSITIVE
curable,mai warkarwa,mai warkarwa,POSITIVE
intimidates,tsoratarwa,ya tsawatar,NEGATIVE
bothering,damuwa,damuwa,NEGATIVE
sicken,rashin lafiya,rashin lafiya,NEGATIVE
laurels,laurel,laurel,POSITIVE
accusingly,zargi,a cikin zargi,NEGATIVE
dictionary,kamus,kamus,POSITIVE
bamboozled,bambooza,damfara,NEGATIVE
watchman,mai tsaro,mai tsaro,POSITIVE
homology,homology,dacewar mu'amala,POSITIVE
obscene,alfasha,alfasha,NEGATIVE
impartially,rashin nuna bambanci,rashin nuna bambanci,POSITIVE
schizophrenia,schizophrenia,tabin hankali,NEGATIVE
second-tier,mataki na biyu,mataki na biyu,NEGATIVE
gaol,gaul,cin raga,NEGATIVE
finagle,finagle,magudi,NEGATIVE
prosecution,la'anta,la'anta,NEGATIVE
arduous,wahala,wahala,NEGATIVE
spat,tofa,tofa,NEGATIVE
detached,ware,ware,NEGATIVE
impose,ɗorawa,ɗorawa,NEGATIVE
scrap,tarkace,tarkace,NEGATIVE
douche,douche,wanka,NEGATIVE
eye-catch,ido-kama,mai daukar ido,POSITIVE
hunter,mafarauci,mafarauci,NEGATIVE
woefully,kaito,kaito,NEGATIVE
shock,gigice,gigice,NEGATIVE
spectacles,tabaru,tabaru,POSITIVE
recession,koma bayan tattalin arziki,koma bayan tattalin arziki,NEGATIVE
inflict,azabta,azabta,NEGATIVE
task,aiki,aiki,POSITIVE
damaged,lalace,lalace,NEGATIVE
drooping,faduwa,faduwa,NEGATIVE
plummet,raguwa,raguwa,NEGATIVE
argument,jayayya,jayayya,NEGATIVE
regretted,nadama,nadama,NEGATIVE
revulsion,sakewa,sakewa,NEGATIVE
divisively,rarrabuwa,rarrabuwa,NEGATIVE
detect,gane,gane,POSITIVE
comatose,comatose,fita hayyaci,NEGATIVE
overwhelming,saran,mamaya,NEGATIVE
exceled,ware,ware,POSITIVE
troublemaker,mai matsala,mai matsala,NEGATIVE
cloudiness,girgije,girgije,NEGATIVE
forgery,jabu,jabu,NEGATIVE
disagreed,bai yarda ba,rashin yarda,NEGATIVE
dies,ya mutu,ya/ta mutu,NEGATIVE
complain,koka,kokawa,NEGATIVE
smelly,wari,mai wari,NEGATIVE
ineffectively,mara tasiri,mara tasiri,NEGATIVE
agile,agile,zafin nama,POSITIVE
hoarse,m,rashin dadin murya,NEGATIVE
watery,mai ruwa,mai ruwa,NEGATIVE
attacking,kai hari,yin hari,NEGATIVE
kind,irin,kirki,POSITIVE
momentum,ƙarfin hali,ƙarfin hali,POSITIVE
discontent,rashin jin daɗi,rashin jin daɗi,NEGATIVE
unmoved,mara motsi,mara motsi,NEGATIVE
unbelievably,rashin yarda,rashin yarda,NEGATIVE
shocked,gigice,gigice,NEGATIVE
totalitarian,mulkin kama-karya,mulkin kama-karya,NEGATIVE
undissolved,ba a warware shi ba,ba a warware shi ba,NEGATIVE
sparkling,kyalkyali,kyalkyali,POSITIVE
banger,banger,mai bugawa,NEGATIVE
braggart,takama,takama,NEGATIVE
heavy-handed,mai nauyi,mai nauyi,NEGATIVE
straighten,daidaita,daidaita,POSITIVE
worrier,damuwa,damuwa,NEGATIVE
astounded,yi mamakin,yi mamakin,POSITIVE
examplary,abin koyi,abin koyi,POSITIVE
cronyism,sabani,sabani,NEGATIVE
decomposition,bazuwar,bazuwar,NEGATIVE
viciousness,mugunta,mugunta,NEGATIVE
laughter,dariya,dariya,POSITIVE
jackasses,jackasses,yan wufi,NEGATIVE
well-regarded,da-kyau,yardajje,POSITIVE
sugar,sukari,sukari,POSITIVE
arrears,bashi,bashi,NEGATIVE
towering,tsayi,tsayi,POSITIVE
irredeemably,wanda babu makawa,wanda babu makawa,NEGATIVE
disturb,damemu,damu,NEGATIVE
missing,bata,bata,NEGATIVE
deport,fitarwa,fitarwa,NEGATIVE
brooding,dawani,dawani,NEGATIVE
brocade,dangi,shadda,POSITIVE
unuseable,wanda ba za'a iya amfani dashi ba,wanda ba za'a iya amfani dashi ba,NEGATIVE
beckoned,duba,jinjina,POSITIVE
enhances,kara habaka,yana habakawa,POSITIVE
refractory,m,fitinanne,NEGATIVE
unsurpassed,mara kyau,mara kyau,POSITIVE
endorse,yarda,yarda,POSITIVE
wretchedly,tir,tir,NEGATIVE
puny,puny,karami,NEGATIVE
ulcer,miki,gyambon ciki,NEGATIVE
lighthouse,hasumiya,hasumiya,POSITIVE
sensuous,sha'awa,sha'awa,POSITIVE
consecration,keɓewa,keɓewa,POSITIVE
nicest,mafi kyau,mafi kyau,POSITIVE
radiate,haskaka,haskaka,POSITIVE
acrimonious,acrimonious,cacar baki,NEGATIVE
bereaves,makoki,makoki,NEGATIVE
sickening,rashin lafiya,rashin lafiya,NEGATIVE
accursed,la'ana,la'ana,NEGATIVE
blunders,blunders,yana barnatarwa,NEGATIVE
untimely,rashin lokaci,rashin lokaci,NEGATIVE
defiler,ƙazanta,mai lalata,NEGATIVE
floral,na fure,na fure,POSITIVE
contemplation,tunani,yawon tunani,POSITIVE
falsely,na karya,na karya,NEGATIVE
legal,na shari'a,na shari'a,POSITIVE
commonwealth,gama gari,gama gari,POSITIVE
shrouded,an rufe,an rufe,NEGATIVE
goodly,da kyau,da kyau,POSITIVE
shiny,mai haske,mai haske,POSITIVE
greenwash,wankin kore,yada karya,NEGATIVE
paralize,paralize,shanyewar jiki,NEGATIVE
fresh,sabo ne,sabo,POSITIVE
infections,cututtuka,cutuka masu yaduwa,NEGATIVE
nervous,m,figitacce,NEGATIVE
dogged,kare,nokewa,POSITIVE
tedious,mai gajiya,mai gajiya,NEGATIVE
malady,rashin lafiya,rashin lafiya,NEGATIVE
wonderous,yalwar,yalwar,POSITIVE
assured,tabbatar,tabbatar,POSITIVE
slavery,bauta,bauta,NEGATIVE
fervid,m,matukar kauna,POSITIVE
tiling,tiling,sharar gona don shuka,POSITIVE
beseech,roƙo,roƙo,NEGATIVE
shining,haske,haske,POSITIVE
warily,warily,cikin zargi,NEGATIVE
disinterested,rashin sha'awa,rashin sha'awa,NEGATIVE
bruise,kurma,rauni ko kujewa,NEGATIVE
uproarous,tashin hankali,tashin hankali,NEGATIVE
conciliate,sulhu,sulhu,POSITIVE
fearing,jin tsoro,jin tsoro,NEGATIVE
growling,kuka,kuka,NEGATIVE
hating,ƙiyayya,ƙiyayya,NEGATIVE
partner,abokin tarayya,abokin tarayya,POSITIVE
grainy,hatsi,hatsi,NEGATIVE
selfishness,son kai,son kai,NEGATIVE
decent,mai kyau,mai kyau,POSITIVE
amiability,amiability,iya mu'amala,POSITIVE
greater,mafi girma,mafi girma,POSITIVE
fireproof,wuta,abinda ba ya konewa,POSITIVE
flak,flak,zargi,NEGATIVE
tramp,matattakala,matattakala,NEGATIVE
smuttiest,mafi smuttiest,mai dauda matuka,NEGATIVE
hell,jahannama,jahannama,NEGATIVE
precise,madaidaici,madaidaici,POSITIVE
praises,yabo,yana yabo,POSITIVE
proficiency,ƙwarewa,ƙwarewa,POSITIVE
decayed,ruɓewa,ruɓewa,NEGATIVE
self-defeating,cin mutuncin kai,cin mutuncin kai,NEGATIVE
idealize,daidaita,daidaita,POSITIVE
depth,zurfin,zurfi,POSITIVE
quandary,quandary,jimirda,NEGATIVE
commanding,umarni,umarni,POSITIVE
bulkiness,bulkiness,mara girma,NEGATIVE
thrive,bunƙasa,bunƙasa,POSITIVE
peacefully,cikin aminci,cikin aminci,POSITIVE
illusion,mafarki,mafarki,NEGATIVE
cruelty,mugunta,mugunta,NEGATIVE
plusses,kari,kari,POSITIVE
raptures,fyaucewa,fyaucewa,POSITIVE
integral,na game,na game,POSITIVE
applauds,tafi,yana tafawa,POSITIVE
imbroglio,imbroglio,mai  matukar rikitarwa,NEGATIVE
unwisely,rashin hikima,rashin hikima,NEGATIVE
stains,tabo,ya yi tabo,NEGATIVE
perceptible,m,fahimta,POSITIVE
redundant,ba tare da aiki ba,ba tare da aiki ba,NEGATIVE
mourner,makoci,mai jimamin mutuwa,NEGATIVE
valiantly,gwarzo,gwarzo,POSITIVE
degeneracy,degeneracy,tabarbarewa,NEGATIVE
precinct,gundumar,gundumar,NEGATIVE
defensive,kare,kare,NEGATIVE
funk,funk,matsanancin tsoro,NEGATIVE
distortion,murdiya,murdiya,NEGATIVE
utility,mai amfani,mai amfani,POSITIVE
strikers,'yan wasan,yan wasan gaba,NEGATIVE
fulfilled,cika,cika,POSITIVE
dipshit,tsoma bakin ciki,tsoma bakin ciki,NEGATIVE
obsess,damu,damu,NEGATIVE
standstill,tsaya,tsaye,NEGATIVE
irreplacible,wanda ba a iya bayyanawa,wanda ba a iya bayyanawa,NEGATIVE
crawl,ja jiki,ja jiki,NEGATIVE
abortion,zubar da ciki,zubar da ciki,NEGATIVE
awestruck,mamaki,mamaki,POSITIVE
transparent,m,budadde,POSITIVE
well,da kyau,da kyau,POSITIVE
waffle,waffle,rashin ma'ana,NEGATIVE
peps,peps,ya zaburar,POSITIVE
meddle,shiga tsakani,shiga tsakani,NEGATIVE
attentive,m,mai niyya,POSITIVE
loo,loo,ban daki,NEGATIVE
rejoicing,murna,murna,POSITIVE
apathetically,rashin kulawa,rashin kulawa,NEGATIVE
prophylactic,prophylactic,me dakile cututtuka,POSITIVE
dickhead,dickhead,banza,NEGATIVE
stormy,hadari,hadari,NEGATIVE
jeopardy,hadari,hadari,NEGATIVE
peevishly,peevishly,cikin damuwa,NEGATIVE
lifeless,mara rai,mara rai,NEGATIVE
disadvantages,rashin amfani,rashin amfani,NEGATIVE
villain,mugu,mugu,NEGATIVE
latrines,bandaki,bandaki,NEGATIVE
unbroken,ba a karye ba,wanda ba ya karyewa,POSITIVE
coerced,tilasta,tilasta,NEGATIVE
affirmative,m,matabbaci,POSITIVE
oxidation,hadawan abu da iskar shaka,hadawan abu da iskar shaka,NEGATIVE
humourous,m,mai ban dariya,POSITIVE
lawsuit,kara,kara,NEGATIVE
audibly,ji,ji,POSITIVE
austerity,tsantseni,tsantseni,NEGATIVE
rhetoric,magana,magana,NEGATIVE
traumatize,yi rauni,damuwa,NEGATIVE
debaucher,lalata,lalata,NEGATIVE
strike,yajin,yajin aiki,NEGATIVE
insincerity,rashin gaskiya,rashin gaskiya,NEGATIVE
worshiped,bauta,bauta,POSITIVE
hahahah,hahahah,hahahaha,POSITIVE
adequate,isasshe,isasshe,POSITIVE
fidelity,aminci,aminci,POSITIVE
forewarned,gargadi,gargadi,NEGATIVE
condescend,ƙasƙantar da kai,ƙasƙantar da kai,NEGATIVE
demean,kaskantar da kai,kaskantar da kai,NEGATIVE
jubilee,jubili,taron murna,POSITIVE
optimistic,kaffa-kaffa,mai sa ran,POSITIVE
decay,lalata,lalata,NEGATIVE
hatefulness,ƙiyayya,ƙiyayya,NEGATIVE
berth,kwanciya,kwanciya,POSITIVE
laughs,dariya,dariya,POSITIVE
prowess,ƙarfin hali,ƙarfin hali,POSITIVE
guts,gutsure,gutsure,POSITIVE
distinguished,bambanta,bambanta,POSITIVE
little-known,kaɗan-sananne,rashin shahara,NEGATIVE
absurdly,wauta,wauta,NEGATIVE
futuristic,na gaba,na gaba,POSITIVE
smack,fasa,fasa,NEGATIVE
providence,azurtawa,azurtawa,POSITIVE
anchor,anga,sarkar ankwa,POSITIVE
starvation,yunwa,yunwa,NEGATIVE
nimble,nimble,zafin nama,POSITIVE
sap,ruwan itace,ruwan itace,NEGATIVE
impeccably,impeccably,rashin aibu,POSITIVE
divisiveness,rarrabuwa,rarrabuwa,NEGATIVE
superior,m,mai girma,POSITIVE
unintelligent,marasa hankali,marasa hankali,NEGATIVE
broadside,fadin,fadin,NEGATIVE
oasis,zango,zango,POSITIVE
strikingly,karin,daukar hankali,POSITIVE
infidels,kafirai,kafirai,NEGATIVE
abortive,zubar da ciki,zubar da ciki,NEGATIVE
bullying,zalunci,yin tsokana,NEGATIVE
irreverent,m,rashin girmama mutane,NEGATIVE
truth,gaskiya,gaskiya,POSITIVE
sprain,guguwa,guguwa,NEGATIVE
timidly,cikin jin kunya,cikin jin kunya,NEGATIVE
nefarious,mara kyau,mara kyau,NEGATIVE
sneeze,atishawa,atishawa,NEGATIVE
reprovingly,karawa,karawa,NEGATIVE
mirage,ƙyau,ƙyau,NEGATIVE
disservice,rashin amfani,rashin amfani,NEGATIVE
olfactory,ƙanshi,ƙanshi,NEGATIVE
sneering,yi izgili,yi izgili,NEGATIVE
hypocrisy,munafunci,munafunci,NEGATIVE
chorus,mawaƙa,amshin waka,POSITIVE
encore,ƙulla,ƙulla,POSITIVE
unintentionally,da gangan,da gangan,NEGATIVE
smartly,da wayo,da wayo,POSITIVE
impatience,rashin haƙuri,rashin haƙuri,NEGATIVE
refreshing,shakatawa,shakatawa,POSITIVE
dedicated,sadaukarwa,sadaukarwa,POSITIVE
stumps,kututture,kututture,NEGATIVE
contrasted,ya bambanta,ya bambanta,NEGATIVE
omnipotence,madaukaki,madaukaki,POSITIVE
precedence,fifiko,fifiko,POSITIVE
jolt,taunawa,taunawa,NEGATIVE
battering,sintiri,sintiri,NEGATIVE
undone,ba a yi ba,ba a yi ba,NEGATIVE
vilify,azabtar,azabtar,NEGATIVE
ironies,baƙin ƙarfe,ababan dariya,NEGATIVE
supported,tallafi,tallafi,POSITIVE
friend,aboki,aboki,POSITIVE
disappoint,yanke tsammani,ba da kunya,NEGATIVE
hitherto,har zuwa yanzu,daga yanzu,NEGATIVE
f**k,f ** k,cin gindi,NEGATIVE
clear,bayyanannu,bayyana,POSITIVE
assassinations,kashe-kashe,kashe-kashe,NEGATIVE
outwit,outwit,fin wayo,POSITIVE
disappoints,damuwa,yana  kunyatarwa,NEGATIVE
funeral,jana'iza,jana'iza,NEGATIVE
vociferous,mai surutu,mai surutu,NEGATIVE
panacea,panacea,mafita,POSITIVE
disapprobation,rashin yarda,rashin yarda,NEGATIVE
beckons,beckons,ya yi jinjina,POSITIVE
trap,tarko,tarko,NEGATIVE
tragically,cikin bala'i,cikin bala'i,NEGATIVE
guardian,mai kula,mai kula,POSITIVE
grudges,gundura,Sa-toka-sa-katsi,NEGATIVE
sharp,kaifi,kaifi,POSITIVE
vitriolic,bitriolic,zafafan kalamai,NEGATIVE
delectable,delectable,mai dadin dandano,POSITIVE
jailed,daure,daure,NEGATIVE
proverbial,karin magana,karin magana,POSITIVE
overstated,karin bayani,karin bayani,NEGATIVE
irresistible,wanda ba a iya hana shi,wanda ba a bari,POSITIVE
crash,fadi,fadi,NEGATIVE
predilection,predilection,kewar wani abu,POSITIVE
mortuary,dakin ajiye gawa,dakin ajiye gawa,NEGATIVE
startlingly,abin mamaki,abin mamaki,NEGATIVE
forceful,da karfi,da karfi,NEGATIVE
magical,sihiri,sihiri,POSITIVE
chronic,na kullum,na kullum,NEGATIVE
rekindle,sake farfadowa,sake farfadowa,POSITIVE
inviting,kira,kira,POSITIVE
disquieting,tashin hankali,tashin hankali,NEGATIVE
chastises,azabtarwa,yana azabtarwa,NEGATIVE
hotheaded,zafafan hot,mai zafin kai,NEGATIVE
discontented,rashin jin daɗi,rashin jin daɗi,NEGATIVE
intrigues,makirci,makirci,POSITIVE
irresistibly,mara hanawa,wanda ba a bari,POSITIVE
unneeded,maras amfani,maras amfani,NEGATIVE
deafening,kurma,kurma,NEGATIVE
notoriously,sananne,sananne,NEGATIVE
tumult,tashin hankali,tashin hankali,NEGATIVE
articulation,magana,magana,POSITIVE
premeditated,shirya,shirya,NEGATIVE
dependable,abin dogaro,abin dogaro,POSITIVE
shortage,karanci,karanci,NEGATIVE
unrelentingly,ba tare da jinkiri ba,ba tare da jinkiri ba,NEGATIVE
depreciation,rage daraja,rage daraja,NEGATIVE
repression,danniya,danniya,NEGATIVE
good,mai kyau,mai kyau,POSITIVE
triumphantly,cikin nasara,cikin nasara,POSITIVE
excluding,banda,banda,NEGATIVE
blameworthy,abin zargi,abin zargi,NEGATIVE
despised,raina,raina,NEGATIVE
desolately,babu komai,kadaici,NEGATIVE
wrangling,rigima,rigima,NEGATIVE
desolation,lalacewa,kadaici,NEGATIVE
unnoticed,ba a sani ba,ba a sani ba,NEGATIVE
winwin,winwin,nasara,POSITIVE
nuts,kwayoyi,kwayoyi,NEGATIVE
quitter,dakatar,mai dakatarwa,NEGATIVE
drag,jawo,jawo,NEGATIVE
tortures,azabtarwa,azabtarwa,NEGATIVE
deprive,hana,hana,NEGATIVE
deterioration,tabarbarewa,tabarbarewa,NEGATIVE
ample,wadatacce,wadatacce,POSITIVE
hurt,ji ciwo,ji ciwo,NEGATIVE
procrastination,jinkirtawa,jinkirtawa,NEGATIVE
top-heavy,saman-nauyi,saman-nauyi,NEGATIVE
accomplishes,kammala,kammala,POSITIVE
fails,ya kasa,ya kasa,NEGATIVE
leech,leech,mutum kaska,NEGATIVE
crisper,m,mai ladabtarwa,POSITIVE
dabbling,dabbling,shiga a dama da kai,NEGATIVE
avenger,mai ɗaukar fansa,mai ɗaukar fansa,NEGATIVE
betrothed,alkawari,alkawari,POSITIVE
astound,yi mamaki,yi mamaki,POSITIVE
perplex,rikitarwa,rikitarwa,NEGATIVE
afflictive,azaba,azaba,NEGATIVE
verily,hakika,hakika,POSITIVE
jest,barkwanci,barkwanci,POSITIVE
warnings,gargadi,yin kashedi,NEGATIVE
thwarting,hanawa,hanawa,NEGATIVE
grumble,gunaguni,gunaguni,NEGATIVE
startled,firgita,firgita,NEGATIVE
diffident,rarrabe,rarrabe,NEGATIVE
cracks,fasa,yana fasawa,NEGATIVE
partisan,bangaranci,yan jam'iyya,NEGATIVE
imprudence,rashin hankali,rashin hankali,NEGATIVE
romance,soyayya,soyayya,POSITIVE
self-interest,son kai,son kai,NEGATIVE
porn,batsa,batsa,NEGATIVE
fast-growing,sauri-girma,saurin girma,POSITIVE
accepts,karba,karba,POSITIVE
manipulators,magudi,sarrafa,NEGATIVE
ignominiously,a wulakance,a wulakance,NEGATIVE
enervate,kuzari,kuzari,NEGATIVE
superman,babban mutum,babban mutum,POSITIVE
falls,faduwa,faduwa,NEGATIVE
instructive,mai koyarwa,mai koyarwa,POSITIVE
sanctuary,Wuri Mai Tsarki,Wuri Mai Tsarki,POSITIVE
homesick,rashin gida,rashin gida,NEGATIVE
standoff,tsayawar,tsayawar,NEGATIVE
irresponsible,rashin kulawa,ras,NEGATIVE
evils,sharri,sharri,NEGATIVE
howl,kuka,kuka,NEGATIVE
